Name,Age,#days,Lev,Tm,G,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,HBP,ERA,AB,2B,3B,IBB,GDP,SF,SB,CS,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,SO/W,mlbID
Foster Griffin,30,0,Maj-NL,Washington,13,13,7.0,2.0,,72.0,58,33,29,21,69,14,6,3.63,268,10,0,0,7,1,3,0,0,297,1173,0.65,0.19,0.1,0.44,0.2,0.06,1.097,0.237,8.6,3.29,656492
Tyron Guerrero,35,5,Maj-AL,Boston,6,0,,1.0,,5.1,7,4,4,1,9,1,0,6.75,23,0,0,0,0,0,1,0,0,24,96,0.73,0.23,0.13,0.5,0.29,0.0,1.5,0.462,15.2,9.0,594027
Ryan Gusto,27,0,Maj-NL,Miami,3,1,,1.0,,5.0,8,6,6,1,5,0,0,10.8,23,1,1,0,0,0,0,0,0,24,85,0.67,0.19,0.08,0.56,0.28,0.06,1.8,0.444,9.0,5.0,687473
Josh Hader,32,0,Maj-AL,Houston,2,0,,,1.0,2.0,0,0,0,1,4,0,0,0.0,6,0,0,0,0,0,0,0,0,7,35,0.66,0.14,0.2,1.0,0.0,0.0,0.5,0.0,18.0,4.0,623352
Sam Haggerty,32,11,Maj-AL,Texas,1,0,,,,1.0,0,0,0,0,0,0,1,0.0,2,0,0,0,1,0,0,0,0,3,6,0.83,0.33,0.17,1.0,0.0,0.0,0.0,0.0,0.0,,664059
DL Hall,27,1,Maj-NL,Milwaukee,24,1,,,,31.0,14,7,7,24,32,1,1,2.03,100,3,0,0,5,1,0,1,1,126,537,0.58,0.19,0.11,0.51,0.17,0.12,1.226,0.191,9.3,1.33,669084
Seth Halvorsen,26,0,Maj-NL,Colorado,14,0,,,,14.0,12,4,4,10,14,0,0,2.57,54,4,1,1,0,0,2,0,0,64,254,0.61,0.14,0.11,0.4,0.4,0.05,1.571,0.3,9.0,1.4,678020
Ian Hamilton,31,45,Maj-NL,Atlanta,1,0,,,,1.0,2,3,3,2,1,0,0,27.0,5,1,0,0,0,0,0,0,0,7,31,0.58,0.19,0.1,0.5,0.5,0.0,4.0,0.5,9.0,0.5,641656
Emerson Hancock,27,4,Maj-AL,Seattle,12,12,4.0,2.0,,70.2,52,22,22,15,70,10,3,2.8,253,9,0,0,8,0,3,1,1,271,1096,0.65,0.13,0.11,0.43,0.21,0.08,0.948,0.243,8.9,4.67,676106
Brenan Hanifee,28,4,Maj-AL,Detroit,12,2,,,,12.1,13,5,5,4,6,2,0,3.65,47,1,0,0,1,0,0,1,0,52,175,0.65,0.21,0.04,0.55,0.12,0.05,1.378,0.282,4.4,1.5,669724
Hogan Harris,29,2,Maj-AL,Athletics,32,0,3.0,,5.0,29.0,22,9,8,22,33,2,2,2.48,108,4,0,2,0,1,1,0,0,133,551,0.58,0.17,0.1,0.53,0.14,0.13,1.517,0.27,10.2,1.5,663687
Kyle Harrison,24,3,Maj-NL,Milwaukee,11,11,7.0,1.0,,57.1,43,10,10,16,73,4,3,1.57,210,7,1,0,3,0,2,1,1,229,987,0.67,0.17,0.14,0.35,0.31,0.08,1.029,0.293,11.5,4.56,690986
Kyle Hart,33,32,Maj-NL,San Diego,12,0,,1.0,,16.2,12,10,10,6,10,0,2,5.4,58,6,0,0,0,1,1,0,1,68,263,0.63,0.19,0.07,0.6,0.2,0.08,1.08,0.245,5.4,1.67,606996
Hunter Harvey,31,58,Maj-NL,Chicago,4,0,,1.0,,4.0,5,3,3,1,4,2,0,6.75,17,0,0,0,0,0,1,1,0,18,76,0.68,0.22,0.07,0.46,0.08,0.0,1.5,0.273,9.0,4.0,640451
Brent Headrick,28,1,Maj-AL,New York,30,0,4.0,1.0,,29.2,27,7,6,12,34,2,0,1.82,112,7,0,1,3,0,2,0,1,127,479,0.67,0.14,0.16,0.37,0.27,0.07,1.315,0.329,10.3,2.83,687396
Jonathan Heasley,29,9,Maj-AL,Tampa Bay,1,0,,,,4.0,8,5,5,0,2,2,0,11.25,19,2,0,0,1,0,1,0,0,19,64,0.73,0.14,0.05,0.29,0.24,0.0,2.0,0.4,4.5,,669169
Austin Hedges,33,54,Maj-AL,Cleveland,1,0,,,,0.1,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,1,4,0.75,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,595978
Tyler Heineman,35,0,Maj-AL,Toronto,3,0,,,,3.1,7,5,5,1,0,1,0,13.5,17,3,0,0,0,0,0,0,0,18,39,0.77,0.21,0.0,0.18,0.47,0.06,2.4,0.375,0.0,0.0,623168
Ryan Helsley,31,38,Maj-AL,Baltimore,12,0,,2.0,7.0,10.2,7,3,3,7,15,0,0,2.53,39,2,0,1,1,0,0,0,0,46,192,0.59,0.15,0.17,0.63,0.13,0.0,1.313,0.292,12.7,2.14,664854
Logan Henderson,24,14,Maj-NL,Milwaukee,5,5,2.0,1.0,,23.0,18,7,7,6,30,2,0,2.74,84,3,1,0,0,0,2,2,0,90,354,0.71,0.14,0.14,0.19,0.35,0.13,1.043,0.308,11.7,5.0,701656
Edgardo Henriquez,24,0,Maj-NL,Los Angeles,22,0,2.0,,,23.0,15,10,8,9,22,1,3,3.13,82,4,0,0,3,0,1,0,0,94,364,0.64,0.15,0.12,0.5,0.18,0.17,1.043,0.237,8.6,2.44,683618
Cole Henry,26,0,Maj-NL,Washington,10,0,,2.0,,12.0,14,10,8,6,13,3,3,6.0,51,2,0,0,0,0,1,0,0,61,235,0.62,0.14,0.1,0.29,0.16,0.11,1.667,0.314,9.8,2.17,669371
Sam Hentges,29,1,Maj-NL,San Francisco,10,0,1.0,,,8.2,4,2,2,11,10,0,0,2.08,30,1,0,1,0,0,1,0,0,41,171,0.56,0.18,0.09,0.3,0.25,0.2,1.731,0.2,10.4,0.91,656529
Jimmy Herget,32,24,Maj-NL,Colorado,15,3,,1.0,1.0,16.0,18,9,9,4,17,2,1,5.06,62,6,0,0,0,2,2,0,0,70,287,0.68,0.16,0.15,0.25,0.25,0.13,1.375,0.356,9.6,4.25,623474
Jonathan Hern\xc3\xa1ndez,29,2,Maj-NL,Los Angeles,5,0,,,,8.0,1,1,1,2,8,1,0,1.13,26,0,0,0,0,0,0,0,0,28,112,0.63,0.18,0.09,0.61,0.22,0.0,0.375,0.0,9.0,4.0,642546
Welinton Herrera,22,7,Maj-NL,Colorado,3,0,,,,2.1,2,0,0,1,2,0,0,0.0,9,0,0,0,0,0,0,0,0,10,45,0.62,0.16,0.09,0.29,0.29,0.0,1.286,0.286,7.7,2.0,700327
Tim Herrin,29,2,Maj-AL,Cleveland,27,0,,1.0,,20.2,17,8,7,14,18,1,2,3.05,72,2,2,3,0,6,6,0,0,95,374,0.62,0.16,0.14,0.41,0.18,0.16,1.5,0.271,7.8,1.29,682120
Codi Heuer,29,1,Maj-AL,Cleveland,6,0,,1.0,,7.1,8,3,3,3,5,0,1,3.68,30,1,1,0,0,0,3,0,0,34,141,0.6,0.18,0.11,0.4,0.24,0.04,1.5,0.32,6.1,1.67,676051
Jordan Hicks,29,16,Maj-AL,Chicago,20,0,,1.0,1.0,17.2,20,11,11,17,15,1,1,5.6,67,5,0,2,2,2,0,2,0,87,323,0.59,0.21,0.07,0.54,0.17,0.04,2.094,0.358,7.6,0.88,663855
